"FOLIO","VIV_SEL","HOGAR","N_REN","PAREN","SEXO","EDAD","P4_5","P4_6","NIVEL","GRADO","P4_8","P4_9","P4_10_1","P4_10_2","P4_10_3","ALFABETISMO","ENT","TLOC","FAC_HOG","EST_DIS","UPM_DIS"
"03794","04","1","05","4","1","01","","","","","","","","","","","05","1",875,"068","0000641"
"03794","04","1","04","5","2","18","2","","03","3","","1","09","10","","1","05","1",875,"068","0000641"
"03795","05","1","01","1","2","42","2","","02","6","1","5","27","06","","1","05","1",875,"068","0000641"
"03795","05","1","02","2","1","43","2","","02","6","1","5","30","03","1","1","05","1",875,"068","0000641"
"03795","05","1","03","3","1","18","2","","03","3","","6","19","12","","1","05","1",875,"068","0000641"
"03795","05","1","04","3","1","10","2","","02","4","2","","","","","2","05","1",875,"068","0000641"
"03796","02","1","01","1","1","53","2","","03","3","","5","15","01","","1","05","1",1395,"069","0000642"
"03796","02","1","02","2","2","37","2","","03","3","","5","13","09","1","1","05","1",1395,"069","0000642"
"03796","02","1","03","3","2","20","2","","06","2","","6","01","11","","1","05","1",1395,"069","0000642"
"03796","02","1","05","3","2","02","","","","","","","","","","","05","1",1395,"069","0000642"
"03796","02","1","04","3","1","18","2","","06","1","","6","03","01","","1","05","1",1395,"069","0000642"
"03797","04","1","01","1","2","32","2","","06","2","","6","03","10","1","1","05","1",1395,"069","0000642"
"03797","04","1","02","3","2","11","2","","02","4","1","","","","","1","05","1",1395,"069","0000642"
"03797","04","1","04","3","2","16","2","","03","3","","6","","","","1","05","1",1395,"069","0000642"
"03797","04","1","03","7","2","42","2","","03","2","","6","12","12","","1","05","1",1395,"069","0000642"
"03798","05","1","01","1","1","44","2","","03","3","","5","07","11","","1","05","1",1395,"069","0000642"
"03798","05","1","02","2","2","47","2","","03","3","","5","25","11","1","1","05","1",1395,"069","0000642"
"03798","05","1","03","3","1","26","2","","08","4","","6","05","05","","1","05","1",1395,"069","0000642"
"03799","01","1","01","1","1","42","2","","06","2","","1","14","02","1","1","05","1",996,"068","0000643"
"03799","01","1","02","2","2","36","2","","03","3","","5","10","05","","1","05","1",996,"068","0000643"
"03799","01","1","04","3","1","14","2","","03","2","","6","","","","1","05","1",996,"068","0000643"
"03799","01","1","03","3","2","18","2","","06","2","","6","26","08","","1","05","1",996,"068","0000643"
"03800","02","1","01","1","1","26","2","","07","3","","6","15","08","1","1","05","1",996,"068","0000643"
"03801","05","1","01","1","1","27","2","","03","3","","1","20","08","","1","05","1",996,"068","0000643"
"03801","05","1","02","2","2","26","2","","03","3","","1","29","10","1","1","05","1",996,"068","0000643"
"03801","05","1","04","3","1","03","","","","","","","","","","","05","1",996,"068","0000643"
"03801","05","1","03","3","1","07","2","","02","2","1","","","","","1","05","1",996,"068","0000643"
"03802","01","1","01","1","1","42","2","","03","3","","5","28","01","1","1","05","1",923,"068","0000644"
"03802","01","1","02","2","2","39","2","","06","3","","5","15","05","","1","05","1",923,"068","0000644"
"03802","01","1","03","3","2","16","2","","06","2","","6","","","","1","05","1",923,"068","0000644"
"03802","01","1","04","3","1","13","2","","03","1","","6","","","","1","05","1",923,"068","0000644"
"03802","01","1","05","3","2","07","2","","02","2","1","","","","","1","05","1",923,"068","0000644"
"03802","01","1","06","3","2","06","2","","01","3","2","","","","","2","05","1",923,"068","0000644"
"03802","01","1","07","7","2","20","2","","08","2","","6","03","08","","1","05","1",923,"068","0000644"
"03803","02","1","01","1","1","44","2","","03","3","","1","12","09","1","1","05","1",923,"068","0000644"
"03803","02","1","02","2","2","37","2","","03","3","","1","16","12","","1","05","1",923,"068","0000644"
"03803","02","1","04","3","2","01","","","","","","","","","","","05","1",923,"068","0000644"
"03803","02","1","03","3","1","08","2","","02","3","1","","","","","1","05","1",923,"068","0000644"
"03804","04","1","01","1","1","31","2","","03","3","","5","14","02","1","1","05","1",923,"068","0000644"
"03804","04","1","02","2","2","29","2","","03","3","","5","26","04","","1","05","1",923,"068","0000644"
"03804","04","1","04","3","1","02","","","","","","","","","","","05","1",923,"068","0000644"
"03804","04","1","05","3","2","00","","","","","","","","","","","05","1",923,"068","0000644"
"03804","04","1","03","3","1","12","2","","02","5","1","6","","","","1","05","1",923,"068","0000644"
"03805","05","1","01","1","1","51","2","","03","3","","5","21","10","1","1","05","1",923,"068","0000644"
"03805","05","1","02","2","2","45","2","","02","6","1","5","26","10","","1","05","1",923,"068","0000644"
"03805","05","1","03","3","2","17","2","","06","1","","6","","","","1","05","1",923,"068","0000644"
"03805","05","1","04","7","2","39","2","","00","0","2","6","20","07","","2","05","1",923,"068","0000644"
"03806","01","1","01","1","1","30","2","","06","2","","1","11","10","","1","05","1",787,"068","0000645"
"03806","01","1","02","2","2","45","2","","04","2","","1","13","08","","1","05","1",787,"068","0000645"
"03806","01","1","05","8","1","20","2","","06","3","","1","08","01","","1","05","1",787,"068","0000645"
"03806","01","1","04","8","2","19","2","","06","2","","1","15","05","","1","05","1",787,"068","0000645"
"03806","01","1","03","8","1","20","2","","06","3","","6","11","01","1","1","05","1",787,"068","0000645"
"03807","02","1","01","1","2","53","2","","02","6","1","5","06","07","1","1","05","1",787,"068","0000645"
"03807","02","1","02","2","1","52","2","","02","2","1","5","14","02","","1","05","1",787,"068","0000645"
"03808","03","1","01","1","1","26","2","","06","3","","5","06","09","","1","05","1",787,"068","0000645"
"03808","03","1","02","2","2","24","2","","03","3","","5","29","03","1","1","05","1",787,"068","0000645"
"03808","03","1","03","3","2","03","","","","","","","","","","","05","1",787,"068","0000645"
"03809","04","1","01","1","2","45","2","","00","0","1","1","05","09","","1","05","1",787,"068","0000645"
"03809","04","1","02","2","1","48","2","","00","0","1","1","14","08","","1","05","1",787,"068","0000645"
"03809","04","1","03","3","1","22","2","","02","6","1","6","04","07","","1","05","1",787,"068","0000645"
"03809","04","1","06","3","1","03","","","","","","","","","","","05","1",787,"068","0000645"
"03809","04","1","04","3","2","24","2","","02","6","1","1","13","12","1","1","05","1",787,"068","0000645"
"03809","04","1","05","4","1","06","2","","01","2","2","","","","","2","05","1",787,"068","0000645"
"03810","05","1","01","1","1","41","2","","03","3","","5","12","02","","1","05","1",787,"068","0000645"
"03810","05","1","02","2","2","43","2","","03","3","","5","22","10","1","1","05","1",787,"068","0000645"
"03810","05","1","03","3","2","12","2","","02","6","1","6","","","","1","05","1",787,"068","0000645"
"03810","05","1","04","3","1","10","2","","02","4","1","","","","","1","05","1",787,"068","0000645"
"03811","01","1","01","1","2","49","2","","03","3","","2","28","07","","1","05","1",967,"068","0000646"
"03811","01","1","04","3","2","15","2","","03","3","","6","","","","1","05","1",967,"068","0000646"
"03811","01","1","02","7","1","48","2","","03","2","","1","18","09","","1","05","1",967,"068","0000646"
"03811","01","1","03","7","2","51","2","","02","6","1","1","17","01","1","1","05","1",967,"068","0000646"
"03812","02","1","01","1","1","58","2","","08","4","","5","28","04","","1","05","1",967,"068","0000646"
"03812","02","1","02","2","2","60","2","","06","3","","5","26","11","1","1","05","1",967,"068","0000646"
"03813","03","1","01","1","2","44","2","","03","3","","1","13","06","","1","05","1",967,"068","0000646"
"03813","03","1","03","3","2","20","2","","03","3","","6","27","12","","1","05","1",967,"068","0000646"
"03813","03","1","02","3","1","24","2","","03","3","","6","23","07","1","1","05","1",967,"068","0000646"
"03813","03","1","04","3","2","13","2","","03","2","","6","","","","1","05","1",967,"068","0000646"
"03813","03","1","05","4","1","03","","","","","","","","","","","05","1",967,"068","0000646"
"03813","03","1","06","4","2","02","","","","","","","","","","","05","1",967,"068","0000646"
"03814","04","1","01","1","2","41","2","","08","4","","6","25","04","1","1","05","1",967,"068","0000646"
"03815","05","1","01","1","1","43","2","","06","3","","1","04","02","1","1","05","1",967,"068","0000646"
"03815","05","1","02","2","2","28","2","","06","3","","1","29","10","","1","05","1",967,"068","0000646"
"03815","05","1","04","3","1","04","","","","","","","","","","","05","1",967,"068","0000646"
"03815","05","1","03","3","1","19","2","","06","3","","6","06","01","","1","05","1",967,"068","0000646"
"03815","05","1","05","3","1","03","","","","","","","","","","","05","1",967,"068","0000646"
"03816","01","1","01","1","1","25","2","","02","6","1","6","25","09","1","1","05","1",903,"068","0000647"
"03817","02","1","01","1","2","29","2","","07","2","","6","16","01","1","1","05","1",903,"068","0000647"
"03817","02","1","02","3","2","05","2","","01","2","2","","","","","2","05","1",903,"068","0000647"
"03818","03","1","01","1","2","42","2","","03","3","","6","23","05","","1","05","1",903,"068","0000647"
"03818","03","1","04","3","2","23","2","","06","3","","5","10","09","1","1","05","1",903,"068","0000647"
"03818","03","1","03","3","2","17","2","","06","2","","6","","","","1","05","1",903,"068","0000647"
"03818","03","1","05","4","1","03","","","","","","","","","","","05","1",903,"068","0000647"
"03818","03","1","06","4","2","00","","","","","","","","","","","05","1",903,"068","0000647"
"03818","03","1","02","5","1","20","2","","03","3","","5","29","10","","1","05","1",903,"068","0000647"
"03819","04","1","01","1","1","51","2","","02","6","1","2","01","06","1","1","05","1",903,"068","0000647"
"03820","05","1","01","1","1","41","2","","00","0","2","1","03","01","","2","05","1",903,"068","0000647"
"03820","05","1","02","2","2","44","2","","02","6","1","1","29","06","1","1","05","1",903,"068","0000647"
"03820","05","1","06","3","1","08","2","","02","2","1","","","","","1","05","1",903,"068","0000647"
"03820","05","1","05","3","2","14","2","","03","2","","6","","","","1","05","1",903,"068","0000647"
"03820","05","1","07","3","2","02","","","","","","","","","","","05","1",903,"068","0000647"
"03820","05","1","04","3","2","17","2","","03","3","","6","","","","1","05","1",903,"068","0000647"
"03820","05","1","08","4","1","00","","","","","","","","","","","05","1",903,"068","0000647"
"03820","05","1","03","6","1","88","2","","00","0","2","4","29","05","","2","05","1",903,"068","0000647"
"03821","01","1","01","1","1","44","2","","08","5","","5","03","11","1","1","05","1",812,"062","0000648"
"03821","01","1","02","2","2","43","2","","08","4","","5","22","05","","1","05","1",812,"062","0000648"
"03821","01","1","04","3","1","10","2","","02","2","1","","","","","1","05","1",812,"062","0000648"
"03821","01","1","03","3","1","12","2","","03","1","","6","","","","1","05","1",812,"062","0000648"
"03822","02","1","01","1","1","49","2","","08","5","","5","09","03","","1","05","1",812,"062","0000648"
"03822","02","1","02","2","2","53","2","","10","2","","5","18","11","1","1","05","1",812,"062","0000648"
"03822","02","1","03","3","1","17","2","","06","3","","6","","","","1","05","1",812,"062","0000648"
"03822","02","1","04","3","2","15","2","","03","3","","6","","","","1","05","1",812,"062","0000648"
"03823","03","1","01","1","1","40","2","","08","5","","5","27","12","1","1","05","1",812,"062","0000648"
"03823","03","1","02","2","2","35","2","","08","5","","5","09","99","","1","05","1",812,"062","0000648"
"03823","03","1","03","3","1","10","2","","02","5","1","","","","","1","05","1",812,"062","0000648"
"03823","03","1","04","3","1","06","2","","01","3","1","","","","","1","05","1",812,"062","0000648"
"03824","04","1","01","1","1","34","2","","08","5","","5","07","04","1","1","05","1",812,"062","0000648"
"03824","04","1","02","2","2","33","2","","08","6","","5","28","09","","1","05","1",812,"062","0000648"
"03824","04","1","03","3","2","04","","","","","","","","","","","05","1",812,"062","0000648"
"03825","05","1","01","1","2","72","2","","06","2","","4","28","07","1","1","05","1",812,"062","0000648"
"03825","05","1","02","3","2","52","2","","02","6","2","6","31","10","","2","05","1",812,"062","0000648"
"03826","01","1","01","1","1","57","2","","08","4","","5","30","03","","1","05","1",791,"062","0000649"
"03826","01","1","02","2","2","54","2","","06","3","","5","27","07","1","1","05","1",791,"062","0000649"
"03826","01","1","05","3","2","18","2","","06","2","","6","04","01","","1","05","1",791,"062","0000649"
"03826","01","1","04","3","1","25","2","","08","4","","6","11","10","","1","05","1",791,"062","0000649"
"03826","01","1","03","3","1","29","2","","08","5","","6","26","04","","1","05","1",791,"062","0000649"
"03827","02","1","01","1","2","77","2","","02","6","1","4","17","05","1","1","05","1",791,"062","0000649"
"03827","02","1","02","3","1","58","2","","08","5","","6","12","04","","1","05","1",791,"062","0000649"
"03828","03","1","01","1","1","71","2","","02","6","1","5","06","12","1","1","05","1",791,"062","0000649"
"03828","03","1","02","2","2","71","2","","02","6","1","5","26","12","","1","05","1",791,"062","0000649"
"03829","04","1","01","1","1","49","2","","08","5","","5","11","05","","1","05","1",791,"062","0000649"
"03829","04","1","02","2","2","46","2","","07","3","","5","28","08","1","1","05","1",791,"062","0000649"
"03829","04","1","03","3","1","18","2","","06","3","","6","04","08","","1","05","1",791,"062","0000649"
"03829","04","1","04","3","2","17","2","","06","1","","6","","","","1","05","1",791,"062","0000649"
"03829","04","1","05","3","2","13","2","","03","2","","6","","","","1","05","1",791,"062","0000649"
"03829","04","1","06","3","2","18","2","","00","0","2","6","28","08","","2","05","1",791,"062","0000649"
"03830","01","1","01","1","1","51","2","","06","1","","5","06","02","1","1","05","1",1142,"061","0000650"
"03830","01","1","02","2","2","51","2","","08","4","","5","25","04","","1","05","1",1142,"061","0000650"
